StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PROLIFID_T1,FARRIGHTHCK_1,DOSPERT_T1_1,DOSPERT_T1_2,DOSPERT_T1_3,DOSPERT_T1_4,DOSPERT_T1_5,DOSPERT_T1_6,DOSPERT_T1_7,DOSPERT_T1_8,DOSPERT_T1_9,DOSPERT_T1_10,DOSPERT_T1_11,DOSPERT_T1_12,DOSPERT_T1_13,DOSPERT_T1_14,DOSPERT_T1_15,DOSPERT_T1_16,DOSPERT_T1_17,DOSPERT_T1_18,DOSPERT_T1_19,DOSPERT_T1_20,DOSPERT_T1_21,DOSPERT_T1_22,DOSPERT_T1_23,DOSPERT_T1_24,DOSPERT_T1_25,DOSPERT_T1_26,DOSPERT_T1_32,DOSPERT_T1_27,DOSPERT_T1_28,DOSPERT_T1_29,DOSPERT_T1_30,DOSPERT_T1_31,GRIPS_T1_1,GRIPS_T1_2,GRIPS_T1_3,GRIPS_T1_4,GRIPS_T1_5,GRIPS_T1_6,GRIPS_T1_7,GRIPS_T1_8,NEO_T1_1,NEO_T1_2,NEO_T1_3,NEO_T1_4,NEO_T1_5,NEO_T1_6,NEO_T1_7,NEO_T1_8,NEO_T1_9,NEO_T1_10,NEO_T1_11,NEO_T1_12,NEO_T1_13,NEO_T1_14,NEO_T1_15,NEO_T1_16,NEO_T1_17,NEO_T1_18,NEO_T1_19,NEO_T1_20,NEO_T1_21,NEO_T1_22,NEO_T1_23,NEO_T1_24,NEO_T1_25,NEO_T1_26,NEO_T1_27,NEO_T1_28,NEO_T1_29,NEO_T1_30,NEO_T1_31,NEO_T1_32,NEO_T1_33,NEO_T1_34,NEO_T1_35,NEO_T1_36,NEO_T1_37,NEO_T1_38,NEO_T1_39,NEO_T1_40,NEO_T1_41,NEO_T1_42,NEO_T1_43,NEO_T1_44,NEO_T1_45,NEO_T1_46,NEO_T1_47,NEO_T1_48,NEO_T1_49,NEO_T1_50,NEO_T1_51,NEO_T1_52,NEO_T1_53,NEO_T1_54,NEO_T1_55,NEO_T1_56,NEO_T1_57,NEO_T1_58,NEO_T1_59,NEO_T1_60,DARK_T1_1,DARK_T1_2,DARK_T1_3,DARK_T1_4,DARK_T1_5,DARK_T1_6,DARK_T1_7,DARK_T1_8,DARK_T1_9,DARK_T1_10,DARK_T1_11,DARK_T1_12,DARK_T1_13,DARK_T1_14,DARK_T1_15,DARK_T1_16,DARK_T1_17,DARK_T1_18,DARK_T1_19,DARK_T1_20,DARK_T1_21,DARK_T1_22,DARK_T1_23,DARK_T1_24,DARK_T1_25,DARK_T1_26,DARK_T1_27,DARK_T1_28,DARK_T1_29,DARK_T1_30,DARK_T1_31,DARK_T1_32,DARK_T1_33,DARK_T1_34,DARK_T1_35,DARK_T1_36,DARK_T1_37,DARK_T1_38,DARK_T1_39,DARK_T1_40,DARK_T1_41,DARK_T1_42,GENRISK_T1,SNS_T1_1,SNS_T1_2,SNS_T1_3,SNS_T1_4,JPIIPIP_T1_1,JPIIPIP_T1_2,JPIIPIP_T1_3,JPIIPIP_T1_4,JPIIPIP_T1_5,JPIIPIP_T1_6,JPIIPIP_T1_7,JPIIPIP_T1_8,JPIIPIP_T1_9,JPIIPIP_T1_10,AGE,RACE,RACE_6_TEXT,SEX,EDU,EMPLOY,WORK,INCOME
4/18/2019 9:53,4/18/2019 10:05,0,86.129.194.152,100,677,1,4/18/2019 10:05,R_2YM9q2MYIJE1GGI,,,,,51.55470276,0.651000977,anonymous,EN,55c7a30dfdf99b546a55b6be,,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,4,1,7,1,5,5,2,1,1,7,3,6,7,1,1,2,2,2,2,2,2,2,2,4,4,1,1,4,4,4,3,3,2,2,2,1,1,1,5,3,2,4,3,2,2,4,3,5,3,5,1,5,1,4,4,2,2,4,1,4,5,1,1,4,4,3,4,2,2,5,5,3,4,2,4,4,2,3,4,3,5,1,2,5,3,4,2,4,4,2,4,2,4,1,4,5,2,4,3,2,2,1,4,4,2,4,3,1,1,2,3,5,2,1,1,3,4,4,1,3,2,5,2,4,1,4,3,3,3,4,1,2,1,3,2,1,5,3,4,5,30,1,,0,6,2,4,175
4/18/2019 9:51,4/18/2019 10:05,0,92.0.126.84,100,847,1,4/18/2019 10:05,R_1hFjFE7LfXT9v7u,,,,,53.40370178,-2.74760437,anonymous,EN,59e891e20fb3a90001bd998c,,7,6,1,1,3,5,7,1,1,1,1,1,1,1,4,2,1,1,1,7,1,6,7,6,1,1,7,6,5,7,1,2,2,2,2,2,1,2,2,1,4,3,3,2,5,4,2,2,2,2,4,4,3,4,1,5,4,3,4,3,3,2,2,2,4,4,3,2,4,3,4,3,2,2,5,1,4,4,2,1,4,4,1,1,2,2,5,4,3,4,4,2,4,2,3,4,2,5,1,1,5,2,2,2,4,5,3,4,2,5,5,2,4,3,3,5,1,1,1,3,4,2,3,2,4,1,1,4,5,1,1,1,1,4,1,1,4,2,3,1,4,1,3,4,4,4,5,1,2,1,4,2,2,5,5,4,5,52,1,,1,6,1,5,176
4/18/2019 9:51,4/18/2019 10:05,0,79.64.248.173,100,880,1,4/18/2019 10:05,R_3Gw9jSRmeY4H96u,,,,,54.63470459,-3.538101196,anonymous,EN,5b126ec7c85dc400016220a4,,5,7,1,3,1,1,2,1,1,1,3,1,5,1,1,3,1,3,7,7,1,7,1,3,6,5,7,1,6,7,1,1,4,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,2,5,1,2,5,1,1,4,2,4,1,2,1,1,1,5,5,1,1,1,2,4,5,5,5,5,1,5,1,5,5,5,1,1,1,4,2,1,1,4,4,2,4,2,2,2,1,4,5,1,1,1,1,2,1,5,2,5,1,1,1,4,1,1,2,1,1,5,5,1,1,5,2,5,2,1,1,10,6,6,6,6,1,5,2,1,5,5,1,1,1,2,25,1,,0,6,1,5,175
4/18/2019 9:57,4/18/2019 10:05,0,90.199.160.77,100,523,1,4/18/2019 10:05,R_2VaKzDMhIRYVXNK,,,,,52.5,-2.083297729,anonymous,EN,59b2a2409b194f000186205e,,4,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,2,2,2,2,2,1,2,1,2,3,4,4,2,3,4,4,3,5,4,3,2,5,4,3,2,3,4,3,2,2,2,1,5,3,2,2,2,2,2,3,2,2,2,2,4,3,2,2,2,2,3,2,2,2,2,2,2,5,4,1,3,2,2,3,4,2,2,2,2,3,3,4,2,3,2,2,2,3,2,2,3,5,4,4,3,4,4,4,4,3,4,3,4,3,4,3,4,3,3,4,4,3,3,4,3,3,2,4,4,3,3,4,2,3,2,2,4,3,2,3,1,1,2,2,2,3,2,4,3,2,4,2,3,4,33,1,,0,3,4,1,175
4/18/2019 9:53,4/18/2019 10:05,0,90.194.48.53,100,739,1,4/18/2019 10:05,R_3nuBO4baNfrvUnA,,,,,51.53329468,-0.233306885,anonymous,EN,58f364d67b2e410001c2ed1d,,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,7,1,5,6,1,1,1,7,1,1,5,1,3,2,1,1,1,1,1,1,1,4,2,1,1,1,2,1,1,3,4,4,4,4,4,2,3,3,2,4,4,3,3,4,4,4,2,3,2,3,3,4,4,2,2,4,4,2,3,1,1,4,4,2,1,2,3,4,4,5,5,4,1,4,2,5,5,5,1,1,1,4,3,4,2,3,4,2,2,1,3,1,1,4,3,3,4,1,1,1,1,3,1,1,1,3,1,3,1,1,1,1,1,4,4,1,1,1,1,5,1,1,1,2,6,6,6,6,2,3,1,2,3,3,5,5,4,1,40,1,,1,5,1,5,176
4/18/2019 9:55,4/18/2019 10:06,0,86.143.47.1,100,627,1,4/18/2019 10:06,R_231WbRYYMK2xP5a,,,,,51.57510376,0.185806274,anonymous,EN,5a17467d5d06850001b00c41,,6,2,1,4,1,1,2,1,1,1,1,4,2,1,1,1,1,1,1,7,1,6,5,1,1,1,7,3,5,5,1,1,3,1,1,1,1,1,2,1,5,5,2,1,5,5,2,2,1,1,3,2,3,4,2,4,3,1,2,2,1,1,2,2,4,4,5,1,4,1,3,2,1,1,5,1,4,4,1,1,5,4,2,1,1,1,5,5,3,3,4,2,5,2,4,4,4,4,2,2,4,2,2,2,5,5,1,2,1,3,1,3,4,2,4,4,2,1,1,3,3,2,4,2,1,1,2,1,4,1,1,1,3,4,1,1,4,1,5,1,4,1,3,1,2,2,2,1,1,1,2,2,2,4,4,4,4,41,1,,0,5,2,3,176
4/18/2019 9:57,4/18/2019 10:06,0,192.222.205.39,100,577,1,4/18/2019 10:06,R_RPmx9ASumNjRGZb,,,,,45.67419434,-73.87539673,anonymous,EN,5b9ad921d1ff7a00013b3013,,5,5,1,6,2,2,4,1,3,2,2,1,3,1,1,2,1,3,2,7,2,6,4,6,3,2,7,6,6,6,5,4,3,2,2,3,3,2,2,2,4,4,2,2,4,4,3,4,3,4,3,4,3,3,2,4,3,3,4,4,3,3,3,3,3,4,4,2,4,2,3,2,2,2,5,1,4,4,2,1,4,4,1,1,2,2,5,5,4,4,3,4,3,3,4,3,3,4,3,2,4,3,3,3,4,4,2,4,2,4,3,3,4,3,4,4,2,2,2,3,2,3,4,2,3,1,4,3,4,2,2,2,3,3,2,1,3,2,4,2,4,1,3,4,5,4,4,2,3,2,2,3,3,4,4,3,4,29,1,,0,6,2,3,176
4/18/2019 9:58,4/18/2019 10:06,0,176.26.79.251,100,490,1,4/18/2019 10:06,R_1pomuBwY4PJl4Vh,,,,,52.6499939,-1.116699219,anonymous,EN,5b2aa95a007d870001c8398e,,6,6,1,5,1,1,5,1,1,1,4,4,6,1,5,3,1,5,5,6,1,6,5,2,6,5,6,1,5,3,1,2,4,3,4,4,4,3,4,4,5,4,4,2,4,4,5,5,4,4,3,3,1,4,1,4,4,4,3,4,4,4,4,5,5,4,5,1,5,2,4,4,1,1,5,2,2,2,1,1,5,5,1,3,2,2,5,4,4,4,3,2,4,2,4,4,4,2,1,1,5,2,4,1,4,4,2,5,4,4,4,3,5,3,4,3,4,3,3,3,3,4,4,4,2,1,4,4,5,4,1,1,4,4,4,4,2,5,5,4,3,1,8,2,5,6,6,2,4,2,4,4,5,2,2,4,5,22,1,,0,5,6,6,175
4/18/2019 9:58,4/18/2019 10:06,0,8.25.104.5,100,481,1,4/18/2019 10:06,R_2eX8h6SBnKRnhbc,,,,,39.08279419,-77.16739655,anonymous,EN,59d65d404f19050001763c39,,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,2,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,4,4,4,4,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,2,2,5,5,3,4,4,4,4,4,4,4,4,4,34,2,,0,2,7,1,175
4/18/2019 9:55,4/18/2019 10:07,0,94.13.112.100,100,692,1,4/18/2019 10:07,R_2sWHmWx867qEAql,,,,,53.59249878,-2.219406128,anonymous,EN,59d249fe23b3e500018f5288,,7,2,1,4,2,2,5,1,1,1,1,1,1,1,2,1,1,1,1,7,1,5,6,5,1,2,7,1,1,4,1,1,1,1,1,1,1,1,4,1,5,4,3,2,4,3,2,1,3,4,4,4,5,4,3,4,4,3,3,3,3,2,4,4,4,4,4,1,5,1,4,5,3,3,3,3,4,3,1,1,4,4,1,1,1,1,4,4,4,4,5,1,5,1,5,3,4,4,1,2,4,3,3,1,4,5,1,1,2,2,1,4,5,4,3,4,1,1,1,2,5,3,4,1,1,1,1,1,5,1,1,1,5,4,1,1,4,1,5,1,1,1,1,3,3,3,3,1,2,1,3,3,4,5,4,5,5,37,1,,0,3,1,6,176
4/18/2019 9:51,4/18/2019 10:07,0,92.239.173.90,100,962,1,4/18/2019 10:07,R_3MbLWAuejNC6j1H,,,,,51.45350647,-2.591705322,anonymous,EN,59e6f71216ecc200016ff13e,,3,2,2,4,5,1,4,1,2,2,2,3,1,1,2,4,1,2,1,7,1,4,2,6,1,1,7,5,5,3,4,4,3,1,2,2,3,2,4,2,5,4,3,2,3,4,5,5,1,1,4,3,1,2,1,4,2,1,1,1,3,2,3,3,4,5,4,1,3,3,4,4,4,4,5,2,3,3,2,2,3,3,2,4,2,1,3,3,4,4,3,4,3,4,3,2,4,4,3,2,4,3,4,3,4,4,4,3,2,4,2,3,4,1,5,5,2,1,1,3,3,3,4,3,1,1,4,2,4,2,1,1,3,4,2,3,3,1,5,2,3,1,4,1,1,1,2,2,2,2,2,3,2,5,5,4,4,29,1,,0,5,1,5,175
4/18/2019 9:58,4/18/2019 10:07,0,174.6.225.16,100,551,1,4/18/2019 10:07,R_9ZcLFwmTPXeR8Od,,,,,49.26429749,-123.0960999,anonymous,EN,5b08e7b31a1b9d00014a964d,,5,6,1,4,3,4,3,1,2,3,4,4,4,1,1,3,5,5,2,7,1,6,4,5,2,3,7,4,6,6,5,6,2,3,3,3,3,3,4,4,4,3,3,2,3,2,3,2,3,3,3,3,4,4,4,3,4,3,4,3,4,3,3,4,4,2,3,2,2,3,3,3,2,3,2,2,3,4,1,2,3,3,2,3,3,4,3,3,3,3,4,2,3,2,4,4,4,2,3,3,4,1,4,4,4,2,4,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,4,3,1,3,3,4,2,3,3,3,4,2,3,2,4,2,2,2,4,7,5,5,5,5,2,4,2,4,4,3,4,2,3,4,39,4,,1,5,1,5,180
4/18/2019 9:52,4/18/2019 10:07,0,148.59.46.58,100,895,1,4/18/2019 10:07,R_1oorjBrUfRQRG0l,,,,,53.52200317,-113.4589996,anonymous,EN,5c48ef0667be2c0001076377,,6,5,1,6,6,1,6,1,1,2,1,6,1,1,2,2,1,4,1,7,1,7,4,4,2,3,7,2,4,2,2,3,4,2,3,2,3,3,4,3,3,2,2,2,1,2,2,2,1,4,4,3,3,3,1,4,3,3,3,4,4,3,3,4,2,3,4,2,3,2,3,3,4,5,3,1,3,3,2,1,5,4,2,2,1,3,3,4,4,4,4,4,4,3,4,3,3,4,2,2,4,1,3,4,3,3,3,5,4,3,2,2,4,2,3,4,2,1,3,3,4,3,3,2,3,1,3,1,4,3,3,1,5,4,2,1,2,1,5,1,1,1,7,4,5,4,5,4,3,2,2,3,4,4,2,4,4,22,1,,1,3,1,5,179
4/18/2019 9:54,4/18/2019 10:07,0,86.188.116.100,100,767,1,4/18/2019 10:07,R_UFvogg9hfJTXHuV,,,,,53.4519043,-2.056594849,anonymous,EN,58d5020687b2420001263bbc,,7,1,1,1,7,7,6,1,7,4,1,1,1,1,6,6,1,1,1,7,1,2,6,7,1,1,7,6,2,1,6,1,4,1,1,1,1,1,2,1,5,1,1,1,3,4,5,5,1,1,5,5,1,1,1,2,4,3,5,5,1,1,3,5,5,5,4,1,3,1,5,1,3,5,3,3,5,5,1,1,5,5,4,4,1,1,5,5,3,3,5,1,3,2,5,5,5,4,3,3,3,1,4,3,5,3,1,4,4,5,3,2,4,1,2,5,1,1,1,5,4,1,4,1,1,1,4,1,4,1,3,1,3,4,4,1,2,1,5,2,3,1,6,2,2,1,3,1,1,1,1,3,1,5,5,5,5,51,1,,0,2,1,4,176
4/18/2019 9:59,4/18/2019 10:08,0,76.232.206.26,100,538,1,4/18/2019 10:08,R_1mlqcuZxoghxDjq,,,,,33.94490051,-117.3834,anonymous,EN,5a282206b279aa0001b0e002,,6,6,1,6,4,1,4,1,1,1,1,5,5,1,4,2,1,4,6,7,1,4,5,6,6,1,7,2,5,6,1,2,3,2,3,2,2,2,5,3,1,1,1,1,1,1,1,1,3,4,4,5,4,4,5,2,4,5,1,1,5,4,4,5,3,4,5,1,2,5,3,1,1,5,5,1,4,5,1,1,4,1,1,4,1,5,4,5,5,5,4,1,5,1,5,5,5,1,1,1,4,3,1,3,4,2,1,3,1,4,2,3,4,4,1,2,1,3,3,2,4,5,2,4,3,1,5,3,4,3,1,1,4,4,2,1,1,2,2,1,1,1,5,3,4,6,6,1,3,1,3,3,4,1,2,2,4,33,1,,0,4,1,5,179
4/18/2019 9:59,4/18/2019 10:08,0,74.96.164.83,100,501,1,4/18/2019 10:08,R_6PbulPgz2u67jrz,,,,,38.99940491,-77.03359985,anonymous,EN,5a18805f087f2e0001eaf737,,6,5,1,5,1,1,7,1,1,1,1,3,1,1,1,1,2,3,1,7,1,6,6,3,1,1,7,6,7,6,1,1,4,1,1,1,1,2,4,3,5,5,4,4,5,5,4,4,2,2,1,1,4,3,1,5,2,2,4,4,3,4,3,3,5,4,5,1,5,1,4,2,2,2,3,1,2,1,1,1,3,4,1,1,1,1,4,4,4,5,4,2,4,1,5,5,5,1,2,2,5,1,3,3,1,2,3,3,1,4,1,3,2,2,5,4,2,1,1,3,4,2,5,3,1,1,1,1,4,2,1,2,2,4,1,1,4,1,4,1,4,1,6,1,1,1,1,1,2,2,1,1,4,5,2,5,4,37,1,,0,6,1,5,178
4/18/2019 9:58,4/18/2019 10:08,0,195.147.35.235,100,587,1,4/18/2019 10:08,R_1l6UE8k960YtnoT,,,,,51.11120605,-1.394302368,anonymous,EN,59bc25620ac77f0001f05574,,7,5,,5,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,7,1,5,6,2,1,1,7,1,5,6,1,1,1,1,1,1,1,1,3,1,4,3,1,1,3,1,1,1,2,4,5,5,4,4,3,2,4,4,4,4,4,4,4,4,5,5,5,1,3,5,3,2,1,1,4,1,5,4,1,1,4,4,1,1,1,1,4,4,5,5,5,3,5,1,5,5,5,1,1,1,5,3,2,3,4,3,3,3,3,3,1,2,4,3,3,4,1,3,1,3,3,1,4,1,1,1,1,1,5,1,1,1,4,4,1,1,2,1,5,1,1,1,4,1,1,1,1,2,3,1,1,4,4,5,2,4,5,29,1,,0,5,3,1,175
4/18/2019 9:58,4/18/2019 10:08,0,99.246.49.42,100,613,1,4/18/2019 10:08,R_3D1ty4UJd7gGhor,,,,,43.59719849,-79.69309998,anonymous,EN,5c0d88d14bc2690001b66a98,,6,5,1,6,1,1,2,1,1,1,1,2,4,1,4,1,1,4,2,7,,5,5,4,3,2,7,3,4,4,2,4,4,1,1,1,2,2,3,2,4,3,2,1,3,4,4,3,4,3,3,3,2,4,2,4,2,2,2,2,3,2,4,4,4,4,5,2,2,3,4,3,2,3,4,4,3,4,1,1,4,4,1,1,1,2,4,4,4,4,4,5,3,2,4,2,4,2,3,2,4,3,2,3,4,3,1,2,1,4,1,2,5,2,4,4,2,1,1,1,3,3,4,3,1,1,1,1,,,,,,,,1,1,1,4,2,3,1,6,5,5,5,5,2,2,2,2,2,2,3,4,4,4,23,4,,1,3,6,1,176
4/18/2019 9:53,4/18/2019 10:08,0,24.72.17.26,100,893,1,4/18/2019 10:08,R_3han1Flcu2XGvvp,,,,,52.76669312,-108.2833023,anonymous,EN,5bf3100e294cb70001c8d35f,,6,6,5,7,7,6,6,6,4,3,2,5,5,5,6,6,5,5,5,7,1,5,6,6,6,1,7,5,6,6,6,4,4,4,4,4,4,2,4,2,5,5,5,5,4,2,4,4,2,2,2,2,2,2,2,4,4,4,3,1,4,4,4,2,4,5,3,2,4,2,4,5,2,2,1,1,1,2,4,4,4,3,4,2,4,4,1,1,4,4,4,4,4,2,4,5,4,4,4,4,4,4,4,5,2,2,2,4,4,4,4,4,4,4,5,4,4,2,2,4,4,4,4,2,2,1,4,4,4,4,4,4,2,4,4,2,4,4,1,2,2,2,6,5,5,4,4,4,4,1,4,4,4,2,2,4,4,30,1,,0,4,1,6,178
4/18/2019 9:52,4/18/2019 10:08,0,86.137.115.87,100,1013,1,4/18/2019 10:08,R_3I9Un8B63TGyGxB,,,,,51.10110474,-3.991699219,anonymous,EN,5bed95eb18e9370001316457,,6,6,1,2,6,1,5,2,1,1,2,2,2,2,2,5,1,1,5,1,1,6,5,,4,,7,1,1,2,1,6,4,4,4,4,2,4,5,3,4,4,3,2,1,1,2,3,3,2,4,4,2,2,2,4,1,1,2,2,4,2,5,5,5,5,4,1,5,1,2,4,2,2,5,1,3,4,3,1,5,5,4,4,1,3,5,5,4,4,4,2,3,3,4,4,4,4,3,4,2,1,4,1,4,4,1,2,1,5,4,1,5,2,2,5,4,4,3,1,4,1,2,1,1,1,4,5,2,4,1,4,2,5,4,2,4,2,2,2,1,1,7,3,3,2,4,4,4,2,4,2,4,4,5,2,2,20,1,,0,2,6,1,175
4/18/2019 10:00,4/18/2019 10:09,0,12.96.155.31,100,513,1,4/18/2019 10:09,R_3Rm61QypocOsAId,,,,,35.1526947,-86.56639862,anonymous,EN,5c15c6862b16ba0001c96886,,7,5,1,2,1,5,2,1,1,1,1,3,7,1,7,3,1,1,7,7,1,5,6,5,7,6,7,5,7,2,1,4,5,4,4,4,4,4,4,5,4,5,2,1,2,2,5,2,2,1,2,3,4,3,5,3,3,3,5,5,5,5,5,5,5,5,3,3,3,3,5,1,2,2,1,1,2,3,2,1,4,4,3,4,2,4,4,4,4,4,5,2,4,1,5,5,5,3,4,5,5,1,1,1,2,1,4,5,5,5,1,5,2,3,4,4,1,2,1,1,5,5,3,4,2,1,3,2,3,4,1,3,4,4,4,1,1,2,2,2,2,1,7,1,4,6,6,3,5,2,4,5,5,1,1,3,2,18,"1,4",,0,2,1,5,175
4/18/2019 9:56,4/18/2019 10:09,0,31.164.83.46,100,781,1,4/18/2019 10:09,R_1Nk6mbXytI8QDou,,,,,47.36639404,8.554595947,anonymous,EN,5a6a206f3fb6420001c2d9ef,,6,2,1,5,5,5,6,1,1,1,1,1,2,1,1,1,1,2,4,7,1,6,3,4,3,2,7,3,7,7,2,3,4,2,2,2,2,2,4,3,4,3,4,4,2,3,4,3,4,4,3,3,2,2,3,2,2,1,4,2,4,3,3,3,3,3,4,1,3,2,3,2,2,2,5,1,3,3,2,1,4,3,2,3,2,2,4,4,3,3,4,1,4,3,4,3,4,4,3,3,4,3,3,3,3,4,2,3,3,4,3,3,4,1,5,5,2,1,1,3,3,1,3,1,1,1,1,4,4,2,3,1,2,4,3,1,2,2,5,1,2,1,5,3,3,4,4,2,3,1,2,3,2,3,4,4,4,37,4,,0,6,3,1,178
4/18/2019 10:01,4/18/2019 10:09,0,2.98.49.251,100,501,1,4/18/2019 10:09,R_2QffqWHuxl5n46b,,,,,53.45509338,-2.26449585,anonymous,EN,597744c3c1e7a00001729a42,,7,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,7,2,2,7,7,1,1,7,1,6,5,1,1,3,2,1,1,1,1,4,1,3,4,4,4,4,5,3,2,3,1,2,2,5,5,5,1,1,1,5,5,3,3,3,3,5,5,5,1,5,1,5,5,3,3,1,3,3,2,1,2,5,4,1,1,1,1,5,,5,5,5,1,5,1,5,5,4,1,1,1,5,1,1,3,1,5,4,1,1,1,1,1,5,1,1,4,1,1,1,5,3,2,5,2,1,1,1,1,3,1,1,1,3,4,1,1,3,1,5,1,1,1,5,1,1,1,1,1,1,1,1,2,4,5,5,5,5,55,1,,0,1,1,5,175
4/18/2019 9:54,4/18/2019 10:09,0,109.145.6.38,100,909,1,4/18/2019 10:09,R_3exdzSPxdrV6Zar,,,,,51.34880066,-0.032104492,anonymous,EN,5c841ec670bc1b000162c8d7,,3,5,1,6,2,1,1,1,2,2,1,2,1,1,1,5,1,3,1,7,1,5,2,6,1,1,7,4,7,5,2,1,1,1,1,1,1,1,3,1,5,5,3,3,2,2,5,5,2,2,2,2,4,4,1,5,1,1,4,4,2,2,3,4,5,5,4,1,5,2,3,2,1,1,5,1,3,3,1,1,5,5,1,1,1,4,4,5,3,2,2,4,5,1,5,5,4,5,3,3,4,2,3,3,4,5,2,4,2,4,1,2,5,1,5,4,1,1,1,3,3,2,5,4,1,1,2,1,5,1,1,1,5,4,2,2,3,1,5,1,3,1,3,5,5,5,6,1,1,1,1,2,2,5,4,5,5,29,1,,0,5,2,4,176
4/18/2019 10:00,4/18/2019 10:09,0,82.21.140.177,100,555,1,4/18/2019 10:09,R_3gZyF0yZ8yTI0xT,,,,,55.91130066,-4.217605591,anonymous,EN,59a772cd1363d90001676936,,6,5,1,1,5,1,5,1,1,1,1,1,1,1,1,3,1,1,3,7,1,6,3,1,3,3,6,4,6,7,1,5,3,2,2,1,2,2,1,2,5,5,1,1,4,5,4,4,2,2,2,2,4,4,1,5,2,2,2,2,4,4,4,3,5,5,5,1,5,1,2,3,1,1,5,1,4,4,2,2,4,4,1,1,1,1,5,5,3,4,3,4,4,2,4,4,4,4,3,3,5,2,3,3,4,4,3,4,2,5,2,3,5,3,4,4,3,3,3,3,4,3,4,3,1,1,3,2,4,2,1,1,4,4,4,3,1,1,4,3,4,2,3,4,4,4,5,2,2,1,3,3,4,3,3,3,4,42,1,,0,5,1,5,176
4/18/2019 9:49,4/18/2019 10:09,0,76.68.58.50,100,1226,1,4/18/2019 10:09,R_73TiR03KkFA9yJr,,,,,43.66650391,-79.80539703,anonymous,EN,5b875b8a7afca10001589721,,6,2,1,6,1,5,6,1,1,3,2,5,1,1,2,2,2,4,3,7,2,5,5,5,3,2,7,2,4,4,4,3,3,3,2,2,3,1,4,2,5,4,3,2,4,2,4,4,2,3,2,3,4,3,2,4,2,3,4,2,3,3,3,3,3,5,3,3,4,2,4,3,2,2,4,2,4,5,2,3,4,5,2,2,3,4,4,4,2,3,4,2,4,2,3,4,3,4,3,2,4,2,4,3,5,3,2,5,3,4,3,2,5,3,4,4,2,2,2,3,3,4,4,3,2,1,4,3,5,2,1,2,4,5,2,2,5,2,4,2,3,2,4,5,5,5,5,1,4,1,3,3,2,4,4,4,4,27,4,,1,6,2,2,176
4/18/2019 10:01,4/18/2019 10:09,0,90.210.92.92,100,489,1,4/18/2019 10:09,R_2ci8c6FNravg211,,,,,54.97749329,-1.565597534,anonymous,EN,5a7a11fc000dab00018c33aa,,6,6,6,1,1,1,3,1,1,2,1,1,6,1,6,6,3,1,1,7,1,7,6,6,1,1,7,1,1,7,1,6,4,2,2,1,2,2,4,2,5,5,4,5,3,2,2,2,1,1,1,1,4,4,2,5,5,1,5,2,4,4,3,5,5,5,1,4,5,1,3,3,2,2,3,1,4,4,2,2,5,5,1,2,2,4,4,4,5,5,5,1,3,4,4,5,2,1,4,4,5,1,1,1,3,1,2,2,1,5,5,5,5,2,5,4,1,1,3,2,3,4,1,1,3,1,2,1,4,1,3,1,4,5,4,1,4,2,5,2,2,1,5,1,2,1,6,1,3,1,5,4,4,2,4,2,4,28,1,,0,5,1,5,176
4/18/2019 9:52,4/18/2019 10:10,0,79.69.170.196,100,1068,1,4/18/2019 10:10,R_1Ej3IOhLVrwarQ6,,,,,51.41259766,-0.297393799,anonymous,EN,5793b19ac9abeb0001af4638,,7,1,1,2,1,1,7,1,2,1,1,2,1,1,1,5,1,1,1,7,2,3,6,6,1,1,7,6,2,7,1,1,2,1,1,2,2,3,2,1,4,3,3,4,2,2,4,3,5,4,3,2,1,2,1,4,3,3,2,2,2,1,3,2,1,2,3,2,3,2,5,2,4,4,1,1,2,2,1,1,4,4,4,2,2,2,3,3,2,2,3,4,4,3,3,4,3,4,3,2,4,3,4,5,2,4,1,3,3,3,2,3,2,1,4,2,2,1,1,4,3,2,4,2,1,1,3,1,4,1,1,1,3,4,3,3,3,1,1,1,2,1,3,2,4,2,3,1,2,1,1,2,1,4,2,3,4,57,1,,1,4,4,1,175
